atom_id,label,lift,local_freq,global_freq,n_with_report,top3_by_lift,freq_pct
1386,NO_SPECIFIC_DX,0.0,0.0,0.0,8.0,,0.0011249507834032
1387,"Lateral ST elevation, CONSIDER ACUTE INFARCT",52.56,0.15,0.0029,20.0,"Lateral ST elevation, CONSIDER ACUTE INFARCT(lift 52.6,n3) | *** CONSIDER ACUTE ST ELEVATION MI ***(lift 18.3,n4) | Inferior/lateral ST-T changes may be due to myocardial ischemia(lift 15.7,n4)",1.0948271013143176
1388,NO_SPECIFIC_DX,0.0,0.0,0.0,5.0,,0.0006249726574462
1389,Extensive infarct - age undetermined,90.95,0.55,0.006,20.0,"Extensive infarct - age undetermined(lift 91.0,n11) | Ventricular pacing(lift 24.4,n4) | Pacemaker rhythm - no further analysis(lift 19.7,n7)",0.6868449505334142
1390,NO_SPECIFIC_DX,0.0,0.0,0.0,3.0,,0.0004999781259569
1391,Extensive infarct - age undetermined,99.22,0.6,0.006,20.0,"Extensive infarct - age undetermined(lift 99.2,n12) | Accelerated idioventricular rhythm(lift 86.4,n4) | Ventricular pacing(lift 24.4,n4)",0.9685826245101776
1392,rSr'(V1) - probable normal variant,39.59,0.85,0.0215,20.0,"rSr'(V1) - probable normal variant(lift 39.6,n17) | Sinus bradycardia(lift 9.3,n14)",3.797833844769291
1393,Atrial pacing,53.29,0.25,0.0047,20.0,"Atrial pacing(lift 53.3,n5) | Pacemaker rhythm - no further analysis(lift 14.1,n5) | IV conduction defect(lift 10.9,n7)",3.0443668089521085
1394,Left anterior fascicular block,12.68,0.2,0.0158,20.0,"Left anterior fascicular block(lift 12.7,n4) | Sinus rhythm with 1st degree A-V block(lift 10.4,n3) | Possible anteroseptal infarct - age undetermined(lift 8.6,n3)",2.886498715681189
1395,Probable left atrial enlargement,9.28,0.15,0.0162,14.0,"Probable left atrial enlargement(lift 9.3,n3) | Prolonged QT interval(lift 3.2,n3)",7.53304542926247
1396,NO_SPECIFIC_DX,0.0,0.0,0.0,1.0,,0.0001249945314892
1397,NO_SPECIFIC_DX,0.0,0.0,0.0,10.0,,4.266813326916948
1398,Left bundle branch block,32.65,0.95,0.0291,20.0,"Left bundle branch block(lift 32.7,n19) | Leftward axis(lift 3.6,n3) | Sinus bradycardia(lift 2.7,n4)",4.152193341541308
1399,Sinus rhythm with borderline 1st degree A-V block,9.81,0.15,0.0153,20.0,"Sinus rhythm with borderline 1st degree A-V block(lift 9.8,n3) | Left axis deviation(lift 6.4,n12) | Possible inferior infarct - age undetermined(lift 3.9,n3)",0.3466098358196829
1400,Lateral infarct - age undetermined,122.09,0.55,0.0045,20.0,"Lateral infarct - age undetermined(lift 122.1,n11) | Inferior infarct - age undetermined(lift 9.6,n10) | Left anterior fascicular block(lift 9.5,n3)",2.922997118876049
1401,NO_SPECIFIC_DX,0.0,0.0,0.0,5.0,,0.0006249726574462
1402,RBBB with left anterior fascicular block,19.02,0.5,0.0263,20.0,"RBBB with left anterior fascicular block(lift 19.0,n10) | Ventricular pacing(lift 18.3,n3) | *** CONSIDER ACUTE ST ELEVATION MI ***(lift 13.8,n3)",3.382227027567544
1403,Prolonged QT interval,11.88,0.55,0.0463,20.0,"Prolonged QT interval(lift 11.9,n11) | Inferior/lateral ST-T changes are nonspecific(lift 11.7,n4) | Sinus bradycardia(lift 2.0,n3)",14.366371471248131
1404,Demand pacing.,59.91,0.15,0.0025,20.0,"Demand pacing.(lift 59.9,n3) | Extensive infarct - age undetermined(lift 24.8,n3) | Pacemaker rhythm - no further analysis(lift 19.7,n7)",0.0922459642390645
1405,NO_SPECIFIC_DX,0.0,0.0,0.0,1.0,,0.0002499890629784
1406,NO_SPECIFIC_DX,0.0,0.0,0.0,7.0,,0.0009999562519139
1407,"Repol abnrm suggests ischemia, diffuse leads",214.3,0.15,0.0007,20.0,"Repol abnrm suggests ischemia, diffuse leads(lift 214.3,n3) | Indeterminate axis(lift 21.3,n3) | Left anterior fascicular block(lift 9.5,n3)",0.0028748742242526
1408,RBBB with left anterior fascicular block,11.41,0.3,0.0263,20.0,"RBBB with left anterior fascicular block(lift 11.4,n6) | Left anterior fascicular block(lift 9.5,n3) | Left axis deviation(lift 7.4,n14)",2.1514058759929253
1409,- first degree A-V block,81.3,0.15,0.0018,20.0,"- first degree A-V block(lift 81.3,n3) | Sinus rhythm with 1st degree A-V block.(lift 31.8,n3) | Lateral ST-T changes may be due to hypertrophy and/or ischemia(lift 16.8,n3)",12.844063072240589
1410,RBBB with left anterior fascicular block,22.83,0.6,0.0263,19.0,"RBBB with left anterior fascicular block(lift 22.8,n12) | Atrial fibrillation(lift 10.9,n9) | Left axis deviation(lift 6.9,n13)",0.7439674514240002
1411,NO_RECORDS,0.0,0.0,0.0,,,0.0
1412,Possible extensive infarct - age undetermined,105.89,0.2,0.0019,20.0,"Possible extensive infarct - age undetermined(lift 105.9,n4) | Extensive infarct - age undetermined(lift 41.3,n5) | Left anterior fascicular block(lift 15.9,n5)",1.8714181254570117
1413,Accelerated idioventricular rhythm,86.4,0.2,0.0023,20.0,"Accelerated idioventricular rhythm(lift 86.4,n4) | Extensive infarct - age undetermined(lift 41.3,n5) | Left bundle branch block(lift 12.0,n7)",0.7034692232214841
1414,RBBB with left anterior fascicular block,30.44,0.8,0.0263,20.0,"RBBB with left anterior fascicular block(lift 30.4,n16) | Left axis deviation(lift 8.5,n16) | Lateral ST-T changes are nonspecific(lift 7.1,n3)",4.755416950508415
1415,"Age not entered, assumed to be  50 years old for purpose of ECG interpretation",24.1,0.15,0.0062,19.0,"Age not entered, assumed to be  50 years old for purpose of ECG interpretation(lift 24.1,n3) | Atrial fibrillation with rapid ventricular response(lift 13.1,n3) | Inferior/lateral ST-T changes may be due to myocardial ischemia(lift 11.8,n3)",0.0191241633178548
1416,Sinus tachycardia,3.81,0.2,0.0525,16.0,"Sinus tachycardia(lift 3.8,n4)",0.0027498796927634
1417,Atrial-sensed ventricular-paced rhythm,238.11,0.15,0.0006,20.0,"Atrial-sensed ventricular-paced rhythm(lift 238.1,n3) | Ventricular pacing.(lift 62.3,n3) | Pacemaker rhythm - no further analysis(lift 30.9,n11)",0.3318604811039517
1418,Ventricular pacing.,62.28,0.15,0.0024,19.0,"Ventricular pacing.(lift 62.3,n3) | Pacemaker rhythm - no further analysis(lift 14.1,n5) | Left bundle branch block(lift 13.7,n8)",2.0594099008168394
1419,Atrial fibrillation with slow ventricular response,26.56,0.15,0.0056,20.0,"Atrial fibrillation with slow ventricular response(lift 26.6,n3) | Atrial fibrillation(lift 15.8,n13) | Poor R wave progression - probable normal variant(lift 4.3,n4)",5.882742630009937
1420,RBBB with left anterior fascicular block,34.24,0.9,0.0263,20.0,"RBBB with left anterior fascicular block(lift 34.2,n18) | Left axis deviation(lift 9.0,n17) | Sinus bradycardia(lift 8.0,n12)",1.2665695875805434
1421,Possible right atrial abnormality,31.94,0.15,0.0047,20.0,"Possible right atrial abnormality(lift 31.9,n3) | Left bundle branch block(lift 27.5,n16) | Sinus rhythm with 1st degree A-V block(lift 13.9,n4)",1.4965595255207584
1422,NO_SPECIFIC_DX,0.0,0.0,0.0,1.0,,0.0001249945314892
1423,NO_SPECIFIC_DX,0.0,0.0,0.0,1.0,,0.0002499890629784
1424,NO_SPECIFIC_DX,0.0,0.0,0.0,3.0,,0.0003749835944677
1425,Anterior T wave changes are nonspecific,9.51,0.2,0.021,14.0,"Anterior T wave changes are nonspecific(lift 9.5,n4)",0.0173742398770053
1426,Prolonged QT interval,6.48,0.3,0.0463,18.0,"Prolonged QT interval(lift 6.5,n6) | Inferior T wave changes are nonspecific(lift 4.1,n3) | Sinus bradycardia(lift 2.7,n4)",0.0758716806139731
1427,"Low voltage, precordial leads",55.3,0.3,0.0054,16.0,"Low voltage, precordial leads(lift 55.3,n6) | Probable left atrial enlargement(lift 21.7,n7) | Sinus tachycardia(lift 3.8,n4)",0.7598417569231346
1428,Inferior/lateral ST-T changes may be due to myocardial ischemia,39.27,0.5,0.0127,6.0,"Inferior/lateral ST-T changes may be due to myocardial ischemia(lift 39.3,n3) | Possible anterior infarct - age undetermined(lift 11.6,n3)",0.0007499671889354
1429,Right bundle branch block,14.32,0.6,0.0419,20.0,"Right bundle branch block(lift 14.3,n12) | RBBB with left anterior fascicular block(lift 9.5,n5) | Inferior/lateral ST-T changes are nonspecific(lift 8.7,n3)",3.3179798383820707
1430,Inferior T wave changes are nonspecific,4.06,0.15,0.0369,11.0,"Inferior T wave changes are nonspecific(lift 4.1,n3)",0.0144993656527526
1431,Short PR interval,14.36,0.2,0.0139,20.0,"Short PR interval(lift 14.4,n4) | Sinus tachycardia(lift 12.4,n13) | Sinus tachycardia.(lift 8.6,n3)",2.6000112495078342
1432,Right bundle branch block,17.9,0.75,0.0419,20.0,"Right bundle branch block(lift 17.9,n15) | RBBB with left anterior fascicular block(lift 9.5,n5) | Low QRS voltages in precordial leads(lift 4.0,n4)",1.3981888292387208
1433,Sinus tachycardia,13.33,0.7,0.0525,20.0,"Sinus tachycardia(lift 13.3,n14) | Short PR interval(lift 10.8,n3) | Probable left atrial enlargement(lift 9.3,n3)",0.0037498359446774
1434,Sinus rhythm with borderline 1st degree A-V block,19.62,0.3,0.0153,20.0,"Sinus rhythm with borderline 1st degree A-V block(lift 19.6,n6) | Inferior/lateral ST-T changes may be due to hypertrophy and/or ischemia(lift 19.1,n3) | Possible anterior infarct - age undetermined(lift 5.8,n5)",4.98715681188948
1435,Right ventricular hypertrophy,32.48,0.15,0.0046,20.0,"Right ventricular hypertrophy(lift 32.5,n3) | Incomplete RBBB(lift 26.6,n4) | Sinus bradycardia.(lift 10.2,n3)",2.2525264519677264
1436,NO_SPECIFIC_DX,0.0,0.0,0.0,3.0,,0.0003749835944677
1437,NO_RECORDS,0.0,0.0,0.0,,,0.0
1438,Sinus rhythm with bigeminal PVCs,205.14,0.15,0.0007,19.0,"Sinus rhythm with bigeminal PVCs(lift 205.1,n3) | Inferior/lateral ST-T changes are nonspecific(lift 8.7,n3) | Possible anterior infarct - age undetermined(lift 3.5,n3)",2.212903185485635
1439,NO_SPECIFIC_DX,0.0,0.0,0.0,11.0,,10.461667302055536
1440,Possible anterior infarct - age undetermined,6.99,0.3,0.0429,20.0,"Possible anterior infarct - age undetermined(lift 7.0,n6) | Sinus tachycardia(lift 4.8,n5) | Sinus bradycardia(lift 3.3,n5)",3.024492678445318
1441,Sinus tachycardia,13.33,0.7,0.0525,19.0,"Sinus tachycardia(lift 13.3,n14) | Short PR interval(lift 10.8,n3) | Sinus tachycardia.(lift 8.6,n3)",3.2864812164467803
1442,Atrial fibrillation with rapid ventricular response,13.14,0.15,0.0114,19.0,"Atrial fibrillation with rapid ventricular response(lift 13.1,n3) | IV conduction defect(lift 9.3,n6) | Low QRS voltages in precordial leads(lift 6.0,n6)",0.0253738898923172
1443,Extensive infarct - age undetermined,90.95,0.55,0.006,20.0,"Extensive infarct - age undetermined(lift 91.0,n11) | Possible lateral infarct - age undetermined(lift 40.1,n4) | IV conduction defect(lift 7.8,n5)",1.250195303955452
1444,NO_SPECIFIC_DX,0.0,0.0,0.0,6.0,,6.303724212065722
1445,Indeterminate axis,35.49,0.25,0.007,20.0,"Indeterminate axis(lift 35.5,n5) | Possible inferior infarct - age undetermined(lift 13.0,n10) | Low QRS voltages in limb leads(lift 6.1,n3)",6.775578568437631
1446,Incomplete RBBB,33.3,0.25,0.0075,20.0,"Incomplete RBBB(lift 33.3,n5) | Right ventricular hypertrophy(lift 32.5,n3) | Atrial fibrillation.(lift 18.2,n4)",3.4907222809002105
1447,NO_SPECIFIC_DX,0.0,0.0,0.0,8.0,,0.0011249507834032
1448,Left bundle branch block,27.5,0.8,0.0291,20.0,"Left bundle branch block(lift 27.5,n16) | Incomplete LBBB(lift 25.7,n3)",1.8792927809408335
1449,Right bundle branch block,23.87,1.0,0.0419,20.0,"Right bundle branch block(lift 23.9,n20) | Inferior T wave changes are nonspecific(lift 4.1,n3) | Sinus bradycardia(lift 3.3,n5)",3.6802139906379097
1450,Prolonged QT interval,6.48,0.3,0.0463,19.0,"Prolonged QT interval(lift 6.5,n6) | Low QRS voltages in precordial leads(lift 4.0,n4) | Possible anterior infarct - age undetermined(lift 3.5,n3)",0.0933709150224677
1451,NO_SPECIFIC_DX,0.0,0.0,0.0,2.0,,0.0002499890629784
1452,Incomplete RBBB,53.28,0.4,0.0075,20.0,"Incomplete RBBB(lift 53.3,n8) | Indeterminate axis(lift 42.6,n6) | Rightward axis(lift 22.6,n5)",2.212278212828189
1453,Probable supraventricular tachycardia,421.07,0.2,0.0005,20.0,"Probable supraventricular tachycardia(lift 421.1,n4) | Probable sinus tachycardia.(lift 194.9,n4) | Probable sinus tachycardia(lift 122.3,n3)",0.3139862631009893
1454,ST junctional depression is nonspecific,11.92,0.15,0.0126,20.0,"ST junctional depression is nonspecific(lift 11.9,n3) | Sinus tachycardia(lift 3.8,n4)",8.532251713987513
1455,Sinus bradycardia,9.32,0.7,0.0751,18.0,"Sinus bradycardia(lift 9.3,n14)",2.9328716868637
1456,Ventricular pacing,48.77,0.4,0.0082,19.0,"Ventricular pacing(lift 48.8,n8) | Pacemaker rhythm - no further analysis(lift 33.7,n12) | Extensive infarct - age undetermined(lift 33.1,n4)",1.1147012318211078
1457,Ventricular pacing.,83.03,0.2,0.0024,20.0,"Ventricular pacing.(lift 83.0,n4) | Ventricular pacing(lift 54.9,n9) | Pacemaker rhythm - no further analysis(lift 39.4,n14)",0.6758454317623604
1458,NO_SPECIFIC_DX,0.0,0.0,0.0,3.0,,0.0003749835944677
1459,NO_SPECIFIC_DX,0.0,0.0,0.0,2.0,,0.0002499890629784
1460,NO_SPECIFIC_DX,0.0,0.0,0.0,1.0,,0.0001249945314892
1461,Sinus tachycardia,12.38,0.65,0.0525,20.0,"Sinus tachycardia(lift 12.4,n13) | Sinus tachycardia.(lift 11.5,n4) | Low QRS voltages in precordial leads(lift 4.0,n4)",4.770041310692657
1462,Left axis deviation,10.63,1.0,0.0941,3.0,"Left axis deviation(lift 10.6,n3)",0.0003749835944677
1463,"Low voltage, extremity and precordial leads",165.75,0.15,0.0009,17.0,"Low voltage, extremity and precordial leads(lift 165.8,n3) | Low voltage, extremity leads(lift 51.7,n3) | Low voltage, precordial leads(lift 36.9,n4)",3.053116426156356
1464,Poor R wave progression - probable normal variant,4.32,0.2,0.0463,20.0,"Poor R wave progression - probable normal variant(lift 4.3,n4)",0.1151199635015968
1465,Probable ventricular tachycardia,1538.53,0.15,0.0001,20.0,"Probable ventricular tachycardia(lift 1538.5,n3) | Possible lateral infarct - age undetermined(lift 30.0,n3) | RBBB with left anterior fascicular block(lift 9.5,n5)",0.4293562156655646
1466,rSr'(V1) - probable normal variant,9.32,0.2,0.0215,14.0,"rSr'(V1) - probable normal variant(lift 9.3,n4) | Low QRS voltages in precordial leads(lift 4.0,n4)",2.416769266344597
1467,Ventricular pacing,60.96,0.5,0.0082,20.0,"Ventricular pacing(lift 61.0,n10) | A-V sequential pacemaker(lift 58.6,n3) | Pacemaker rhythm - no further analysis(lift 45.0,n16)",0.6909697700725593
1468,NO_SPECIFIC_DX,0.0,0.0,0.0,2.0,,0.1557431862356021
1469,NO_SPECIFIC_DX,0.0,0.0,0.0,7.0,,0.0009999562519139
1470,NO_SPECIFIC_DX,0.0,0.0,0.0,2.0,,0.0002499890629784
1471,BVH with secondary repolarization abnormality,615.41,0.2,0.0003,20.0,"BVH with secondary repolarization abnormality(lift 615.4,n4) | Inferior/lateral ST-T changes may be due to hypertrophy and/or ischemia(lift 38.2,n6) | LVH with secondary repolarization abnormality(lift 38.1,n14)",0.8379633391039142
1472,Lateral T wave changes are nonspecific,13.85,0.375,0.0271,8.0,"Lateral T wave changes are nonspecific(lift 13.8,n3)",0.0009999562519139
1473,Generalized low QRS voltages,26.18,0.2,0.0076,19.0,"Generalized low QRS voltages(lift 26.2,n4) | *** CONSIDER ACUTE ST ELEVATION MI ***(lift 18.3,n4) | *** report made without knowing patient's sex or age ***(lift 17.1,n3)",0.0052497703225483
1474,Inferior T wave changes are nonspecific,4.06,0.15,0.0369,20.0,"Inferior T wave changes are nonspecific(lift 4.1,n3) | Left ventricular hypertrophy(lift 3.9,n3) | Leftward axis(lift 3.6,n3)",0.0028748742242526
1475,NO_SPECIFIC_DX,0.0,0.0,0.0,11.0,,6.881698925672002
1476,Severe right axis deviation,58.14,0.15,0.0026,20.0,"Severe right axis deviation(lift 58.1,n3) | RBBB with left anterior fascicular block(lift 17.1,n9) | Sinus tachycardia.(lift 14.4,n5)",0.0043748086021236
1477,Accelerated idioventricular rhythm.,152.48,0.15,0.001,20.0,"Accelerated idioventricular rhythm.(lift 152.5,n3) | Ventricular pacing.(lift 62.3,n3) | Pacemaker rhythm - no further analysis(lift 14.1,n5)",5.28926859449899
1478,Short PR interval,21.55,0.3,0.0139,20.0,"Short PR interval(lift 21.5,n6) | Sinus tachycardia.(lift 14.4,n5) | Sinus tachycardia(lift 8.6,n9)",5.621754048260389
1479,Left bundle branch block,34.37,1.0,0.0291,20.0,"Left bundle branch block(lift 34.4,n20) | Prolonged PR interval(lift 28.5,n4) | Probable left atrial enlargement(lift 9.3,n3)",2.430643659339904
1480,Atrial flutter with rapid ventricular response with 2:1 A-V block.,351.92,0.3,0.0009,20.0,"Atrial flutter with rapid ventricular response with 2:1 A-V block.(lift 351.9,n6) | Anteroseptal ST depression is probably reciprocal to inferior infarct(lift 302.6,n5) | Extensive IVCD(lift 244.4,n3)",0.5314767478922797
1481,NO_SPECIFIC_DX,0.0,0.0,0.0,2.0,,0.0002499890629784
1482,Right axis deviation,19.47,0.15,0.0077,20.0,"Right axis deviation(lift 19.5,n3) | Inferior/lateral ST-T changes may be due to hypertrophy and/or ischemia(lift 19.1,n3) | Possible left ventricular hypertrophy(lift 10.1,n3)",1.3698150705906618
1483,RBBB and LAFB,204.67,0.45,0.0022,20.0,"RBBB and LAFB(lift 204.7,n9) | Prolonged PR interval(lift 28.5,n4) | Probable left atrial enlargement(lift 9.3,n3)",1.8585436887136189
1484,Sinus rhythm with borderline 1st degree A-V block,9.81,0.15,0.0153,7.0,"Sinus rhythm with borderline 1st degree A-V block(lift 9.8,n3)",10.751779609642078
1485,Pacemaker rhythm - no further analysis,28.11,0.5,0.0178,13.0,"Pacemaker rhythm - no further analysis(lift 28.1,n7) | Ventricular pacing(lift 26.1,n3)",0.0017499234408494
1486,Sinus tachycardia with frequent PVCs,1474.72,0.4,0.0003,20.0,"Sinus tachycardia with frequent PVCs(lift 1474.7,n8) | Sinus tachycardia with frequent PVCs.(lift 937.5,n3) | Poor R wave progression - probable normal variant(lift 6.5,n6)",0.3697338241451936
1487,Sinus bradycardia with PAC(s),66.78,0.15,0.0022,20.0,"Sinus bradycardia with PAC(s)(lift 66.8,n3) | Sinus bradycardia with sinus arrhythmia(lift 31.5,n3) | Possible left anterior fascicular block(lift 14.7,n4)",4.481178948421007
1488,Possible left ventricular hypertrophy,12.6,0.188,0.0149,16.0,"Possible left ventricular hypertrophy(lift 12.6,n3) | Left bundle branch block(lift 6.4,n3) | Right bundle branch block(lift 4.5,n3)",0.0019999125038279
1489,Short PR interval,21.55,0.3,0.0139,11.0,"Short PR interval(lift 21.5,n6)",8.709868943233733
1490,Low QRS voltages in limb leads,6.1,0.15,0.0246,19.0,"Low QRS voltages in limb leads(lift 6.1,n3) | Low QRS voltages in precordial leads(lift 4.0,n4) | Sinus tachycardia(lift 2.9,n3)",1.629303717962339
1491,NO_SPECIFIC_DX,0.0,0.0,0.0,4.0,,0.0007499671889354
1492,Atrial fibrillation with slow ventricular response.,94.51,0.2,0.0021,20.0,"Atrial fibrillation with slow ventricular response.(lift 94.5,n4) | Atrial fibrillation with slow ventricular response(lift 70.8,n8) | Inferior/lateral ST-T changes are nonspecific(lift 11.7,n4)",7.237558356821889
1493,NO_SPECIFIC_DX,0.0,0.0,0.0,2.0,,0.0002499890629784
1494,Left bundle branch block,30.93,0.9,0.0291,20.0,"Left bundle branch block(lift 30.9,n18) | Sinus rhythm with borderline 1st degree A-V block(lift 13.1,n4) | Leftward axis(lift 6.0,n5)",1.9635390951645864
1495,Atrial pacing.,170.58,0.2,0.0012,20.0,"Atrial pacing.(lift 170.6,n4) | Atrial pacing(lift 42.6,n4) | Extensive infarct - age undetermined(lift 41.3,n5)",0.6762204153568281
1496,NO_SPECIFIC_DX,0.0,0.0,0.0,2.0,,0.0002499890629784
1497,"*** arm lead reversal - only aVF, V1 - V6 analyzed ***",772.98,0.2,0.0003,20.0,"*** arm lead reversal - only aVF, V1 - V6 analyzed ***(lift 773.0,n4) | Normal ECG based on available leads(lift 53.3,n3) | Lateral infarct - age undetermined(lift 33.3,n3)",0.6688457379989625
1498,Sinus bradycardia,2.0,0.15,0.0751,15.0,"Sinus bradycardia(lift 2.0,n3)",4.415431824857662
